season,date,regular,playoffs,away,home,score_away,score_home,whos_favored,spread,total,moneyline_away,moneyline_home,underdog_wins,underdog_covers_no_win,fave_covers,ATS_outcome,Season_Type
2012,2012-06-06,False,True,sa,okc,99,107,home,5.0,204.0,180.0,-220.0,False,False,True,Favorite Covers,Playoffs
2012,2012-06-07,False,True,mia,bos,98,79,away,2.0,180.5,-130.0,110.0,False,False,True,Favorite Covers,Playoffs
2012,2012-06-09,False,True,bos,mia,88,101,home,8.0,179.0,340.0,-440.0,False,False,True,Favorite Covers,Playoffs
2012,2012-06-12,False,True,mia,okc,94,105,home,5.0,195.5,190.0,-230.0,False,False,True,Favorite Covers,Playoffs
2012,2012-06-14,False,True,mia,okc,100,96,home,5.0,196.0,180.0,-220.0,True,False,False,Underdog Wins,Playoffs
2012,2012-06-17,False,True,okc,mia,85,91,home,4.5,193.5,165.0,-190.0,False,False,True,Favorite Covers,Playoffs
2012,2012-06-19,False,True,okc,mia,98,104,home,3.0,193.0,120.0,-140.0,False,False,True,Favorite Covers,Playoffs
2012,2012-06-21,False,True,okc,mia,106,121,home,3.5,194.5,140.0,-160.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-20,False,True,bos,ny,78,85,home,7.5,189.0,290.0,-350.0,False,True,False,Underdog Covers But Loses,Playoffs
2013,2013-04-20,False,True,gs,den,95,97,home,7.5,212.0,305.0,-370.0,False,True,False,Underdog Covers But Loses,Playoffs
2013,2013-04-20,False,True,chi,bkn,89,106,home,4.0,181.5,165.0,-190.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-20,False,True,mem,lac,91,112,home,5.0,178.0,210.0,-250.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-21,False,True,atl,ind,90,107,home,7.0,185.5,290.0,-350.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-21,False,True,lal,sa,79,91,home,9.0,191.5,400.0,-500.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-21,False,True,mil,mia,87,110,home,13.5,197.0,1100.0,-2000.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-21,False,True,hou,okc,91,120,home,10.5,214.0,575.0,-775.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-22,False,True,chi,bkn,90,82,home,5.5,183.0,200.0,-240.0,True,False,False,Underdog Wins,Playoffs
2013,2013-04-22,False,True,mem,lac,91,93,home,5.5,180.5,230.0,-270.0,False,True,False,Underdog Covers But Loses,Playoffs
2013,2013-04-23,False,True,mil,mia,86,98,home,14.0,197.0,1300.0,-2700.0,False,True,False,Underdog Covers But Loses,Playoffs
2013,2013-04-23,False,True,bos,ny,71,87,home,6.5,186.5,250.0,-300.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-23,False,True,gs,den,131,117,home,8.0,208.5,350.0,-450.0,True,False,False,Underdog Wins,Playoffs
2013,2013-04-24,False,True,hou,okc,102,105,home,11.0,214.0,650.0,-1000.0,False,True,False,Underdog Covers But Loses,Playoffs
2013,2013-04-24,False,True,atl,ind,98,113,home,6.5,187.0,300.0,-360.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-24,False,True,lal,sa,91,102,home,9.0,189.0,415.0,-530.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-25,False,True,mia,mil,104,91,away,7.0,195.0,-370.0,305.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-25,False,True,bkn,chi,76,79,home,3.5,181.5,145.0,-165.0,False,True,False,Underdog Covers But Loses,Playoffs
2013,2013-04-25,False,True,lac,mem,82,94,home,4.5,177.5,170.0,-200.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-26,False,True,ny,bos,90,76,home,2.5,183.5,115.0,-135.0,True,False,False,Underdog Wins,Playoffs
2013,2013-04-26,False,True,sa,lal,120,89,away,6.5,184.0,-310.0,255.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-26,False,True,den,gs,108,110,away,1.5,210.5,-105.0,-115.0,True,False,False,Underdog Wins,Playoffs
2013,2013-04-27,False,True,bkn,chi,134,142,home,2.5,176.5,120.0,-140.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-27,False,True,lac,mem,83,104,home,3.0,177.5,140.0,-160.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-27,False,True,ind,atl,69,90,home,2.0,188.5,100.0,-120.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-27,False,True,okc,hou,104,101,home,1.0,206.5,-150.0,130.0,True,False,False,Underdog Wins,Playoffs
2013,2013-04-28,False,True,ny,bos,90,97,away,1.5,182.0,-125.0,105.0,True,False,False,Underdog Wins,Playoffs
2013,2013-04-28,False,True,mia,mil,88,77,away,8.5,195.0,-500.0,400.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-28,False,True,sa,lal,103,82,away,11.5,190.5,-800.0,600.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-28,False,True,den,gs,101,115,away,2.0,212.5,-125.0,105.0,True,False,False,Underdog Wins,Playoffs
2013,2013-04-29,False,True,ind,atl,91,102,home,1.5,187.5,-105.0,-115.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-29,False,True,chi,bkn,91,110,home,6.5,180.5,255.0,-295.0,False,False,True,Favorite Covers,Playoffs
2013,2013-04-29,False,True,okc,hou,103,105,away,1.5,206.5,-115.0,-105.0,True,False,False,Underdog Wins,Playoffs
2013,2013-04-30,False,True,gs,den,100,107,home,7.5,211.0,305.0,-370.0,False,True,False,Underdog Covers But Loses,Playoffs
2013,2013-04-30,False,True,mem,lac,103,93,home,5.5,180.5,220.0,-260.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-01,False,True,bos,ny,92,86,home,9.5,182.5,430.0,-560.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-01,False,True,atl,ind,83,106,home,7.0,188.0,290.0,-350.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-01,False,True,hou,okc,107,100,home,9.0,209.0,400.0,-500.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-02,False,True,bkn,chi,95,92,away,1.0,183.5,-120.0,100.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-02,False,True,den,gs,88,92,home,2.5,211.5,130.0,-150.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-03,False,True,ny,bos,88,80,away,2.5,180.5,-145.0,125.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-03,False,True,ind,atl,81,73,home,1.0,186.0,100.0,-120.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-03,False,True,okc,hou,103,94,away,1.0,207.0,-120.0,100.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-03,False,True,lac,mem,105,118,home,6.5,179.0,245.0,-290.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-04,False,True,chi,bkn,99,93,home,7.0,183.0,280.0,-340.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-05,False,True,ind,ny,102,95,home,5.0,181.5,180.0,-220.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-05,False,True,mem,okc,91,93,home,3.5,186.5,145.0,-165.0,False,True,False,Underdog Covers But Loses,Playoffs
2013,2013-05-06,False,True,gs,sa,127,129,home,9.0,203.0,400.0,-500.0,False,True,False,Underdog Covers But Loses,Playoffs
2013,2013-05-06,False,True,chi,mia,93,86,home,13.0,188.0,850.0,-1300.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-07,False,True,ind,ny,79,105,home,5.5,184.0,220.0,-260.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-07,False,True,mem,okc,99,93,home,2.5,188.5,115.0,-135.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-08,False,True,chi,mia,78,115,home,13.0,186.5,750.0,-1200.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-08,False,True,gs,sa,100,91,home,7.5,205.0,260.0,-320.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-10,False,True,mia,chi,104,94,away,8.5,186.0,-400.0,320.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-10,False,True,sa,gs,102,92,home,2.5,201.5,130.0,-150.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-11,False,True,okc,mem,81,87,home,5.0,186.5,180.0,-220.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-11,False,True,ny,ind,71,82,home,5.0,183.0,170.0,-200.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-12,False,True,sa,gs,87,97,away,1.5,198.0,-125.0,105.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-13,False,True,mia,chi,88,65,away,7.0,185.0,-380.0,310.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-13,False,True,okc,mem,97,103,home,5.0,185.0,160.0,-180.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-14,False,True,ny,ind,82,93,home,5.0,180.0,170.0,-200.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-14,False,True,gs,sa,91,109,home,7.0,194.5,240.0,-280.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-15,False,True,chi,mia,91,94,home,14.0,182.0,1200.0,-2100.0,False,True,False,Underdog Covers But Loses,Playoffs
2013,2013-05-15,False,True,mem,okc,88,84,home,4.5,185.5,175.0,-210.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-16,False,True,ind,ny,75,85,home,5.0,182.0,165.0,-190.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-16,False,True,sa,gs,94,82,away,2.5,194.5,-130.0,110.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-18,False,True,ny,ind,99,106,home,5.5,179.0,200.0,-240.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-19,False,True,mem,sa,83,105,home,4.5,181.5,170.0,-200.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-21,False,True,mem,sa,89,93,home,5.0,181.0,190.0,-230.0,False,True,False,Underdog Covers But Loses,Playoffs
2013,2013-05-22,False,True,ind,mia,102,103,home,8.5,181.5,350.0,-450.0,False,True,False,Underdog Covers But Loses,Playoffs
2013,2013-05-24,False,True,ind,mia,97,93,home,7.5,182.5,290.0,-350.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-25,False,True,sa,mem,104,93,home,4.5,180.0,170.0,-200.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-26,False,True,mia,ind,114,96,away,2.0,182.0,-130.0,110.0,False,False,True,Favorite Covers,Playoffs
2013,2013-05-27,False,True,sa,mem,93,86,home,2.5,182.0,125.0,-145.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-28,False,True,mia,ind,92,99,away,2.5,184.5,-150.0,130.0,True,False,False,Underdog Wins,Playoffs
2013,2013-05-30,False,True,ind,mia,79,90,home,7.5,185.5,305.0,-370.0,False,False,True,Favorite Covers,Playoffs
2013,2013-06-01,False,True,mia,ind,77,91,away,3.0,184.0,-140.0,120.0,True,False,False,Underdog Wins,Playoffs
2013,2013-06-03,False,True,ind,mia,76,99,home,7.0,181.0,265.0,-325.0,False,False,True,Favorite Covers,Playoffs
2013,2013-06-06,False,True,sa,mia,92,88,home,5.5,190.0,175.0,-215.0,True,False,False,Underdog Wins,Playoffs
2013,2013-06-09,False,True,sa,mia,84,103,home,6.5,189.5,280.0,-340.0,False,False,True,Favorite Covers,Playoffs
2013,2013-06-11,False,True,mia,sa,77,113,home,2.0,187.0,105.0,-125.0,False,False,True,Favorite Covers,Playoffs
2013,2013-06-13,False,True,mia,sa,109,93,away,1.5,186.5,-130.0,110.0,False,False,True,Favorite Covers,Playoffs
2013,2013-06-16,False,True,mia,sa,104,114,away,1.0,189.0,-110.0,-110.0,True,False,False,Underdog Wins,Playoffs
2013,2013-06-18,False,True,sa,mia,100,103,home,7.0,192.0,240.0,-280.0,False,True,False,Underdog Covers But Loses,Playoffs
2013,2013-06-20,False,True,sa,mia,88,95,home,5.5,188.0,180.0,-220.0,False,False,True,Favorite Covers,Playoffs
2014,2014-04-19,False,True,bkn,tor,94,87,home,3.5,191.0,150.0,-175.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-19,False,True,mem,okc,86,100,home,8.0,190.5,329.0,-409.0,False,False,True,Favorite Covers,Playoffs
2014,2014-04-19,False,True,atl,ind,101,93,home,8.5,185.5,335.0,-425.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-19,False,True,gs,lac,109,105,home,7.5,211.0,300.0,-370.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-20,False,True,dal,sa,85,90,home,9.0,202.5,435.0,-575.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-04-20,False,True,cha,mia,88,99,home,10.5,185.5,485.0,-650.0,False,False,True,Favorite Covers,Playoffs
2014,2014-04-20,False,True,wsh,chi,102,93,home,4.5,177.5,162.0,-189.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-20,False,True,por,hou,122,120,home,5.0,216.0,182.0,-215.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-21,False,True,mem,okc,111,105,home,6.5,190.0,255.0,-310.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-21,False,True,gs,lac,98,138,home,8.0,212.5,330.0,-410.0,False,False,True,Favorite Covers,Playoffs
2014,2014-04-22,False,True,atl,ind,85,101,home,7.5,186.5,295.0,-360.0,False,False,True,Favorite Covers,Playoffs
2014,2014-04-22,False,True,bkn,tor,95,100,home,5.0,190.5,185.0,-220.0,False,Push,False,Push,Playoffs
2014,2014-04-22,False,True,wsh,chi,101,99,home,5.0,180.0,189.0,-225.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-23,False,True,cha,mia,97,101,home,9.5,187.5,432.0,-563.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-04-23,False,True,dal,sa,113,92,home,7.5,201.5,295.0,-360.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-23,False,True,por,hou,112,105,home,7.0,215.5,264.0,-324.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-24,False,True,ind,atl,85,98,away,2.0,187.0,-130.0,110.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-24,False,True,okc,mem,95,98,away,2.5,190.0,-150.0,130.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-24,False,True,lac,gs,98,96,away,3.0,212.0,-150.0,130.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-04-25,False,True,tor,bkn,98,102,home,5.0,190.5,189.0,-225.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-04-25,False,True,chi,wsh,100,97,home,2.5,180.5,125.0,-145.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-25,False,True,hou,por,121,116,home,2.5,214.0,120.0,-140.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-26,False,True,ind,atl,91,88,away,2.5,189.0,-140.0,120.0,False,False,True,Favorite Covers,Playoffs
2014,2014-04-26,False,True,sa,dal,108,109,away,3.5,200.0,-175.0,150.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-26,False,True,mia,cha,98,85,away,4.5,187.0,-200.0,170.0,False,False,True,Favorite Covers,Playoffs
2014,2014-04-26,False,True,okc,mem,92,89,away,3.0,188.0,-170.0,145.0,False,Push,False,Push,Playoffs
2014,2014-04-27,False,True,chi,wsh,89,98,home,2.5,183.5,120.0,-140.0,False,False,True,Favorite Covers,Playoffs
2014,2014-04-27,False,True,lac,gs,97,118,away,1.5,210.0,-125.0,105.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-27,False,True,tor,bkn,87,79,home,4.0,193.0,153.0,-178.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-27,False,True,hou,por,120,123,home,4.0,214.0,155.0,-180.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-04-28,False,True,mia,cha,109,98,away,7.5,187.5,-375.0,305.0,False,False,True,Favorite Covers,Playoffs
2014,2014-04-28,False,True,atl,ind,107,97,home,7.0,186.0,290.0,-355.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-28,False,True,sa,dal,93,89,away,4.5,200.0,-182.0,157.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-04-29,False,True,wsh,chi,75,69,home,3.5,183.0,150.0,-175.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-29,False,True,mem,okc,100,99,home,7.5,185.5,305.0,-375.0,True,False,False,Underdog Wins,Playoffs
2014,2014-04-29,False,True,gs,lac,103,113,home,7.0,208.5,265.0,-325.0,False,False,True,Favorite Covers,Playoffs
2014,2014-04-30,False,True,bkn,tor,113,115,home,2.5,189.0,120.0,-140.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-04-30,False,True,dal,sa,103,109,home,6.5,196.5,265.0,-325.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-04-30,False,True,por,hou,98,108,home,4.5,214.5,185.0,-220.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-01,False,True,ind,atl,95,88,home,2.0,188.0,115.0,-135.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-01,False,True,okc,mem,104,84,away,2.5,184.5,-146.0,126.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-01,False,True,lac,gs,99,100,home,0.0,210.5,-108.0,-112.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-02,False,True,tor,bkn,83,97,home,4.5,192.5,175.0,-205.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-02,False,True,sa,dal,111,113,away,3.0,197.0,-161.0,137.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-02,False,True,hou,por,98,99,home,4.0,212.0,165.0,-195.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-05-03,False,True,atl,ind,80,92,home,6.5,184.5,235.0,-285.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-03,False,True,mem,okc,109,120,home,9.5,185.5,465.0,-625.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-03,False,True,gs,lac,121,126,home,7.0,207.5,270.0,-330.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-05-04,False,True,bkn,tor,104,103,home,3.0,189.0,125.0,-145.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-04,False,True,dal,sa,96,119,home,7.0,197.5,275.0,-335.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-05,False,True,wsh,ind,102,96,home,4.5,183.5,162.0,-190.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-05,False,True,lac,okc,122,105,home,5.5,213.5,195.0,-235.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-06,False,True,bkn,mia,86,107,home,8.0,192.0,320.0,-400.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-06,False,True,por,sa,92,116,home,6.5,206.5,262.0,-317.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-07,False,True,wsh,ind,82,86,home,5.0,186.5,175.0,-205.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-05-07,False,True,lac,okc,101,112,home,5.5,215.5,198.0,-238.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-08,False,True,bkn,mia,82,94,home,6.5,191.5,260.0,-315.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-08,False,True,por,sa,97,114,home,6.0,207.5,227.0,-275.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-09,False,True,ind,wsh,85,63,home,5.0,183.5,179.0,-209.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-09,False,True,okc,lac,118,112,home,4.0,214.0,155.0,-180.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-10,False,True,mia,bkn,90,104,away,1.0,188.0,-115.0,-105.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-10,False,True,sa,por,118,103,home,1.0,208.0,-104.0,-115.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-11,False,True,okc,lac,99,101,home,5.0,214.0,195.0,-235.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-05-11,False,True,ind,wsh,95,92,home,3.5,180.0,145.0,-171.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-12,False,True,mia,bkn,102,96,away,2.0,186.0,-135.0,115.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-12,False,True,sa,por,92,103,away,4.5,210.0,-180.0,155.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-13,False,True,wsh,ind,102,79,home,5.0,181.5,192.0,-230.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-13,False,True,lac,okc,104,105,home,5.5,214.0,210.0,-250.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-05-14,False,True,bkn,mia,94,96,home,7.0,189.0,290.0,-350.0,False,True,False,Underdog Covers But Loses,Playoffs
2014,2014-05-14,False,True,por,sa,82,104,home,8.5,209.0,335.0,-425.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-15,False,True,ind,wsh,93,80,home,4.5,181.5,169.0,-199.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-15,False,True,okc,lac,104,98,home,4.0,213.0,155.0,-180.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-18,False,True,mia,ind,96,107,away,1.5,182.0,-130.0,110.0,True,False,False,Underdog Wins,Playoffs
2014,2014-05-19,False,True,okc,sa,105,122,home,6.0,209.0,230.0,-280.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-20,False,True,mia,ind,87,83,away,2.0,184.0,-140.0,120.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-21,False,True,okc,sa,77,112,home,5.0,210.0,195.0,-235.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-24,False,True,ind,mia,87,99,home,5.5,181.5,225.0,-270.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-25,False,True,sa,okc,97,106,home,2.5,208.0,125.0,-145.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-26,False,True,ind,mia,90,102,home,6.0,182.5,240.0,-290.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-27,False,True,sa,okc,92,105,home,2.0,208.0,115.0,-135.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-28,False,True,mia,ind,90,93,home,1.0,183.0,-102.0,-117.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-29,False,True,okc,sa,89,117,home,5.0,207.0,205.0,-245.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-30,False,True,ind,mia,92,117,home,8.0,182.0,340.0,-430.0,False,False,True,Favorite Covers,Playoffs
2014,2014-05-31,False,True,sa,okc,112,107,home,3.5,206.5,145.0,-170.0,True,False,False,Underdog Wins,Playoffs
2014,2014-06-05,False,True,mia,sa,95,110,home,5.5,198.0,200.0,-240.0,False,False,True,Favorite Covers,Playoffs
2014,2014-06-08,False,True,mia,sa,98,96,home,4.0,198.5,145.0,-170.0,True,False,False,Underdog Wins,Playoffs
2014,2014-06-10,False,True,sa,mia,111,92,home,4.0,196.5,170.0,-200.0,True,False,False,Underdog Wins,Playoffs
2014,2014-06-12,False,True,sa,mia,107,86,home,5.0,195.5,196.0,-233.0,True,False,False,Underdog Wins,Playoffs
2014,2014-06-15,False,True,mia,sa,87,104,home,5.5,197.5,180.0,-215.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-18,False,True,wsh,tor,93,86,home,4.0,194.5,161.0,-190.0,True,False,False,Underdog Wins,Playoffs
2015,2015-04-18,False,True,no,gs,99,106,home,12.5,205.0,750.0,-1100.0,False,True,False,Underdog Covers But Loses,Playoffs
2015,2015-04-18,False,True,mil,chi,91,103,home,8.0,186.5,330.0,-410.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-18,False,True,dal,hou,108,118,home,5.5,213.0,200.0,-240.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-19,False,True,bos,cle,100,113,home,11.5,204.0,700.0,-1000.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-19,False,True,bkn,atl,92,99,home,11.5,204.5,600.0,-900.0,False,True,False,Underdog Covers But Loses,Playoffs
2015,2015-04-19,False,True,por,mem,86,100,home,5.0,189.5,185.0,-220.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-19,False,True,sa,lac,92,107,home,1.5,208.0,-115.0,-103.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-20,False,True,mil,chi,82,91,home,8.0,190.5,325.0,-400.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-20,False,True,no,gs,87,97,home,13.5,206.5,900.0,-1500.0,False,True,False,Underdog Covers But Loses,Playoffs
2015,2015-04-21,False,True,bos,cle,91,99,home,11.0,205.0,585.0,-810.0,False,True,False,Underdog Covers But Loses,Playoffs
2015,2015-04-21,False,True,wsh,tor,117,106,home,5.5,193.0,200.0,-240.0,True,False,False,Underdog Wins,Playoffs
2015,2015-04-21,False,True,dal,hou,99,111,home,6.5,215.0,230.0,-280.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-22,False,True,bkn,atl,91,96,home,9.0,202.5,400.0,-500.0,False,True,False,Underdog Covers But Loses,Playoffs
2015,2015-04-22,False,True,por,mem,82,97,home,5.5,191.5,210.0,-250.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-22,False,True,sa,lac,111,107,home,2.0,206.5,110.0,-130.0,True,False,False,Underdog Wins,Playoffs
2015,2015-04-23,False,True,cle,bos,103,95,away,6.5,204.5,-300.0,250.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-23,False,True,chi,mil,113,106,away,2.5,187.5,-140.0,120.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-23,False,True,gs,no,123,119,away,5.0,203.5,-230.0,195.0,False,True,False,Underdog Covers But Loses,Playoffs
2015,2015-04-24,False,True,hou,dal,130,128,home,1.0,216.5,-101.0,-119.0,True,False,False,Underdog Wins,Playoffs
2015,2015-04-24,False,True,tor,wsh,99,106,home,4.5,196.0,172.0,-202.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-24,False,True,lac,sa,73,100,home,5.0,204.0,185.0,-220.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-25,False,True,atl,bkn,83,91,away,3.5,199.0,-160.0,135.0,True,False,False,Underdog Wins,Playoffs
2015,2015-04-25,False,True,chi,mil,90,92,away,4.0,189.5,-175.0,150.0,True,False,False,Underdog Wins,Playoffs
2015,2015-04-25,False,True,gs,no,109,98,away,6.0,207.5,-270.0,225.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-25,False,True,mem,por,115,109,home,3.5,188.5,145.0,-170.0,True,False,False,Underdog Wins,Playoffs
2015,2015-04-26,False,True,cle,bos,101,93,away,6.5,201.5,-300.0,250.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-26,False,True,lac,sa,114,105,home,6.0,202.5,219.0,-264.0,True,False,False,Underdog Wins,Playoffs
2015,2015-04-26,False,True,tor,wsh,94,125,home,6.5,197.5,225.0,-270.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-26,False,True,hou,dal,109,121,away,2.5,218.5,-140.0,120.0,True,False,False,Underdog Wins,Playoffs
2015,2015-04-27,False,True,atl,bkn,115,120,away,6.0,198.0,-230.0,195.0,True,False,False,Underdog Wins,Playoffs
2015,2015-04-27,False,True,mil,chi,94,88,home,8.0,189.5,330.0,-410.0,True,False,False,Underdog Wins,Playoffs
2015,2015-04-27,False,True,mem,por,92,99,home,4.0,192.5,160.0,-185.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-28,False,True,dal,hou,94,103,home,8.0,221.5,305.0,-370.0,False,False,True,Favorite Covers,Playoffs
2015,2015-04-28,False,True,sa,lac,111,107,home,3.0,202.5,130.0,-150.0,True,False,False,Underdog Wins,Playoffs
2015,2015-04-29,False,True,bkn,atl,97,107,home,9.0,200.0,380.0,-480.0,False,False,True,Favorite Covers,Playoffs
